37, 17, 1, 1, 1, 3
49, 148, 2, 1, 3, 4
2, 222, 2, 1, 3, 2
2, 38, 1, 2, 3, 2
2, 191, 1, 1, 3, 2
49, 96, 2, 1, 3, 2
21, 172, 1, 1, 3, 3
25, 3, 1, 1, 4, 3
50, 135, 1, 1, 4, 2
2, 38, 2, 1, 3, 2
60, 193, 1, 1, 1, 2
50, 38, 1, 1, 4, 2
37, 179, 1, 1, 1, 2
37, 8, 1, 1, 1, 2
38, 150, 1, 1, 1, 2
68, 96, 2, 2, 2, 2
68, 135, 2, 1, 2, 2
2, 87, 1, 1, 3, 2
38, 67, 2, 2, 1, 4
60, 59, 1, 2, 1, 1
49, 162, 1, 2, 3, 3
37, 75, 2, 1, 1, 4
49, 205, 1, 2, 3, 2
50, 62, 1, 1, 4, 2
68, 150, 2, 1, 2, 2
25, 74, 2, 2, 4, 2
29, 74, 1, 2, 2, 2
38, 218, 2, 2, 1, 1
68, 222, 2, 2, 2, 2
60, 205, 1, 1, 1, 2
21, 138, 2, 2, 3, 2
68, 218, 1, 2, 2, 1
2, 86, 1, 1, 3, 3
25, 38, 2, 1, 4, 2
50, 46, 1, 1, 4, 2
2, 75, 2, 2, 3, 4
68, 38, 1, 2, 2, 2
49, 11, 2, 1, 3, 2
37, 40, 2, 2, 1, 3
21, 35, 1, 2, 3, 2
6, 86, 1, 1, 3, 3
37, 75, 2, 1, 1, 4
29, 138, 1, 1, 2, 2
21, 35, 1, 1, 3, 2
60, 36, 1, 1, 1, 4
2, 218, 1, 2, 3, 1
21, 11, 2, 1, 3, 2
60, 62, 1, 1, 1, 2
6, 17, 1, 1, 3, 3
50, 150, 1, 1, 4, 2
50, 96, 1, 2, 4, 2
2, 167, 2, 2, 3, 1
37, 98, 1, 1, 1, 3
37, 222, 2, 2, 1, 2
