29, 195, 1, 2, 2, 1
7, 33, 2, 1, 2, 2
7, 141, 2, 1, 2, 2
19, 155, 2, 1, 3, 1
59, 141, 2, 1, 3, 2
8, 137, 1, 1, 1, 2
8, 190, 2, 2, 1, 2
59, 200, 2, 2, 3, 2
29, 160, 1, 2, 2, 1
29, 200, 1, 2, 2, 2
8, 160, 2, 2, 1, 1
7, 49, 1, 1, 2, 1
59, 83, 2, 2, 3, 1
29, 141, 2, 2, 2, 2
8, 19, 2, 2, 1, 2
7, 190, 2, 2, 2, 2
7, 172, 1, 2, 2, 2
7, 160, 2, 2, 2, 1
31, 43, 2, 2, 2, 2
31, 66, 2, 2, 2, 2
59, 137, 1, 1, 3, 2
19, 19, 2, 2, 3, 2
29, 161, 1, 2, 2, 2
29, 19, 1, 1, 2, 2
31, 155, 2, 2, 2, 1
7, 103, 1, 1, 2, 1
31, 141, 2, 1, 2, 2
29, 57, 1, 1, 2, 2
8, 200, 2, 1, 1, 2
31, 161, 2, 1, 2, 2
19, 195, 2, 2, 3, 1
59, 19, 1, 1, 3, 2
29, 200, 2, 1, 2, 2
31, 156, 2, 1, 2, 1
7, 33, 2, 1, 2, 2
29, 156, 1, 1, 2, 1
31, 136, 2, 2, 2, 2
59, 66, 2, 2, 3, 2
29, 43, 1, 1, 2, 2
29, 49, 1, 1, 2, 1
19, 83, 2, 2, 3, 1
31, 83, 2, 1, 2, 1
31, 66, 2, 1, 2, 2
29, 66, 2, 1, 2, 2
29, 83, 1, 2, 2, 1
29, 141, 1, 1, 2, 2
8, 43, 2, 2, 1, 2
59, 165, 2, 1, 3, 2
31, 18, 2, 1, 2, 2
31, 83, 2, 1, 2, 1
31, 124, 2, 2, 2, 2
59, 150, 1, 2, 3, 3
7, 19, 1, 2, 2, 2
59, 172, 1, 2, 3, 2
59, 200, 1, 2, 3, 2
29, 172, 1, 1, 2, 2
31, 161, 2, 2, 2, 2
31, 172, 2, 1, 2, 2
19, 137, 1, 1, 3, 2
19, 160, 2, 1, 3, 1
