10, 7, 2, 2, 2, 2
57, 123, 1, 2, 3, 2
63, 135, 2, 2, 1, 2
65, 43, 1, 2, 2, 2
10, 30, 2, 1, 2, 2
57, 139, 1, 1, 3, 1
65, 87, 1, 2, 2, 1
80, 139, 1, 2, 3, 1
22, 30, 2, 1, 1, 2
3, 135, 2, 2, 3, 2
10, 69, 2, 2, 2, 2
65, 132, 1, 1, 2, 1
3, 7, 2, 2, 3, 2
28, 121, 1, 2, 2, 1
63, 31, 1, 2, 1, 1
65, 152, 1, 1, 2, 3
28, 122, 1, 2, 2, 1
57, 61, 1, 2, 3, 1
80, 7, 1, 1, 3, 2
28, 198, 1, 1, 2, 1
31, 121, 1, 1, 1, 1
65, 68, 1, 2, 2, 1
3, 43, 1, 1, 3, 2
65, 51, 1, 2, 2, 1
3, 122, 1, 1, 3, 1
80, 7, 1, 2, 3, 2
31, 194, 1, 1, 1, 1
65, 198, 1, 2, 2, 1
63, 213, 1, 1, 1, 1
31, 121, 1, 1, 1, 1
28, 80, 1, 2, 2, 1
28, 87, 1, 2, 2, 1
22, 7, 2, 1, 1, 2
80, 121, 1, 2, 3, 1
10, 213, 1, 1, 2, 1
63, 43, 2, 2, 1, 2
28, 69, 2, 1, 2, 2
80, 7, 1, 1, 3, 2
3, 194, 1, 1, 3, 1
11, 152, 2, 2, 1, 3
65, 87, 1, 2, 2, 1
3, 167, 1, 2, 3, 1
3, 17, 1, 2, 3, 1
63, 123, 2, 2, 1, 2
80, 18, 1, 1, 3, 1
80, 80, 1, 1, 3, 1
57, 61, 1, 2, 3, 1
3, 6, 1, 1, 3, 2
65, 68, 1, 2, 2, 1
57, 139, 1, 1, 3, 1
80, 139, 1, 2, 3, 1
31, 7, 2, 1, 1, 2
65, 30, 2, 1, 2, 2
31, 69, 2, 2, 1, 2
65, 123, 1, 1, 2, 2
57, 123, 1, 1, 3, 2
22, 30, 2, 2, 1, 2
28, 17, 1, 2, 2, 1
63, 198, 1, 1, 1, 1
80, 139, 1, 1, 3, 1
